,Number,Merge,Text Content,Document,Codes,id
232,57:1,1,"Das Mobilitätsmanagement zielt darauf ab, den Verkehrsteilnehmenden durch Information und Beratung Alternativen zur Benutzung des Autos aufzuzeigen. Weiterhin spornt es zur dauerhaften Änderung des Verkehrsverhaltens an.
Ein Ansprechpartner in der Verwaltung informiert und berät Bürgerinnen und Bürger, ortsansässige Unternehmen und öffentliche Einrichtungen über:
▪bestehende Angebote,
▪Möglichkeiten einer umweltfreundlichen Mobilität und
▪zielgruppenspezifische Angebote.",Moers-Offentlichkeit-2012.docx,"citizens and wider public, increase user acceptance / legitimacy, press / marketing / public relations / communication",Moers-Offentlichkeit-2012.docx_1
233,57:2,2,"Öffentlichkeitsarbeit beinhaltet Imagekampagnen zur Stärkung des ÖPNV und des Radverkehrs sowie die Zusammenarbeit mit lokalen Interessensverbänden und Akteuren (z.B. Einzelhandelsverband, IHK, AOK, ADFC).",Moers-Offentlichkeit-2012.docx,"citizens and wider public, Committees representing public interests, communication / transparency, networks and associations, non defined stakeholders, press / marketing / public relations / communication, private business / economy, ",Moers-Offentlichkeit-2012.docx_2
234,57:3,3,"Außerdem soll die Umsetzung neuer Maßnahmen des Verkehrsentwicklungsplans mit einer breiten Öffentlichkeitsarbeit, Beteiligung und Vermarktung begleitet werden, z.B.:
▪Neue Park + Ride und Bike + Ride Angebote
▪Neue Taxibuslinien
▪Einführung von Radfahrstreifen und Schutzstreifen
▪Fußgängerfreundliche Straßengestaltung",Moers-Offentlichkeit-2012.docx,"citizens and wider public, increase user acceptance / legitimacy, press / marketing / public relations / communication",Moers-Offentlichkeit-2012.docx_3
235,57:4,4,"Maßnahmenpaket Mobilitätsmanagement, Öffentlichkeitsarbeit und Verkehrssicherheit",Moers-Offentlichkeit-2012.docx,"municipal employees / members of the public administration, ",Moers-Offentlichkeit-2012.docx_4
236,58:1,1,Runder Tisch Masterplan Mobilität Mannheim,Mannheim-Beteiligung-2021.pdf,"Committees representing public interests, consultants, decision-makers / political authorities, feedback / discussion, municipal employees / members of the public administration, networks and associations, political actors / district committees, regional actors, round table, ",Mannheim-Beteiligung-2021.pdf_1
237,58:2,2,"„Anlaufberatung“ am 23.09.2020
       Masterplan Mobilität Mannheim 2035",Mannheim-Beteiligung-2021.pdf,"consultants, ",Mannheim-Beteiligung-2021.pdf_2
238,59:1,1," Entsprechend des gesellschaftlichen Konsenses über die genannten Ziele wurde die Erarbeitung des Stra-tegieplans durch eine Arbeitsgruppe vorgenom- men, die mit Vertretern relevanter Stellen innerhalb und außerhalb der Stadtverwaltung besetzt war. Die von neutraler Stelle aus moderierte Arbeitsgruppe hat die Bearbeitung des Plans im Zeitraum von Februar 2010 bis Juli 2012 in insgesamt 15 Sitzungen gemeinsam",Oldenburg-Strategie-2014.pdf,"Committees representing public interests, consultants, envisioning / common ground, municipal employees / members of the public administration, private business / economy, project management, researchers, transport providers and operators / public services like energy, working group",Oldenburg-Strategie-2014.pdf_1
239,59:2,2,"Der Rat der Stadt Olden- burg hat den Plan nach erfolgter Beteiligung der Öffent- lichkeit in seiner Sitzung am 31. März 2014 beschlossen. Für die Umsetzung ist, parallel zum Stadtentwicklungs",Oldenburg-Strategie-2014.pdf,"citizens and wider public, press / marketing / public relations / communication",Oldenburg-Strategie-2014.pdf_2
240,59:3,3,"Herausgeber
Stadt Oldenburg
Amt für Verkehr und Straßenbau Fachdienst Verkehrsplanung Industriestraße 1
26105 Oldenburg
Bearbeitung
Dr. Norbert Korallus (Projektleitung)
Kerstin Goroncy
Fachdienst Verkehrsplanung
Mail: verkehrsplanung@stadt-oldenburg.de
Unterstützt durch
Arbeitsgruppe Strategieplan (vgl. S.7)
Moderation: Carl von Ossietzky Universität Oldenburg, Arbeitsgruppe Angewandte Geographie und Umweltplanung Vasco Brummer
Stand: Juli 2014
Allgemeine Anfragen an die Stadt Oldenburg bitte an das ServiceCenter unter Telefon 0441 235-4444.",Oldenburg-Strategie-2014.pdf,"municipal employees / members of the public administration, ",Oldenburg-Strategie-2014.pdf_3
241,60:1,1,"Online-Dialog
Über einen Online-Dialog auf dieser Internetseite konnten Sie im Juli und August 2020 der Stadt und dem Gutachterbüro Kritik, Ideen, Wünsche und Anregungen mitteilen. Die Dokumentation der Ergebnisse wird aktuell erarbeitet und hier bereitgestellt.
",Paderborn-Beteiligung-2021.docx,"citizens and wider public, feedback / discussion, ideation / innovation, online platform",Paderborn-Beteiligung-2021.docx_1
242,60:2,2,"Öffentliche Bürgerforen
Insgesamt werden zwei Runden an Bürgerforen stattfinden, bei denen Sie sich über den IMOK-Prozess informieren und persönlich einbringen können. Die erste Runde an Bürgerforen im November 2019 soll dem Meinungsaustausch zu Problemlagen und Handlungsbedarfen aber auch der Diskussion von Potenzialen und Zukunftsvisionen dienen:
•Bürgerforum Gesamtstadt Mittwoch, 06. November 2019, 18:30 Uhr Aula der Friedrich-Spee-Gesamtschule, Weißdornweg 6  
•Bürgerforum Elsen Dienstag, 19. November 2019, 18:30 Uhr Bürgerhaus Elsen, Bohlenweg 27  
•Bürgerforum Schloß Neuhaus Donnerstag, 28. November 2019, 18:30 Uhr Schloßsaal (Schlössle), Marstallstraße 9
",Paderborn-Beteiligung-2021.docx,"citizen workshop / citizen forum, citizens and wider public, envisioning / common ground, feedback / discussion",Paderborn-Beteiligung-2021.docx_2
243,60:3,3,"Aktuelles
März 2021 Bestandsanalyse und Auswertungen der Beteiligung online  Mehr ...
",Paderborn-Beteiligung-2021.docx,"consultants, municipal employees / members of the public administration, ",Paderborn-Beteiligung-2021.docx_3
244,61:1,1,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"decision-makers / political authorities, experts-practitioners-planers, non defined stakeholders, project management, working group",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_1
245,61:2,2,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"advisory board, consultants, feedback / discussion, municipal employees / members of the public administration, ",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_2
246,61:3,3,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"Committees representing public interests, communication / transparency, municipal employees / members of the public administration, networks and associations, political actors / district committees, transport providers and operators / public services like energy, working group",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_3
247,61:4,4,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"experts-practitioners-planers, interviews, understand users / user behavior / requirements",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_4
248,61:5,5,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"citizens and wider public, exhibition / event / presentation, feedback / discussion, ",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_5
249,61:6,6,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"citizen workshop / citizen forum, citizens and wider public, decision-makers / political authorities, experts-practitioners-planers, feedback / discussion, ",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_6
250,61:7,7,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"citizens and wider public, feedback / discussion, online platform",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_7
251,61:8,8,,Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf,"consultants, municipal employees / members of the public administration, ",Guetersloh-Masterplan_klima-Mobilitaet-2017.pdf_8
252,62:1,1,"Mit den Umlandgemeinden ist ein gemeinsames Verkehrskonzept zu entwickeln, in dem die verschiedenen Verkehrsträger integrativ berück- sichtigt werden. Es ist darauf hinzuwirken, abgestimmte VEP-Entwürfe auf vergleichbarer Datengrundlage zu entwickeln.
  Dazu ist die Abstimmung mit dem Ministerium für Infrastruktur und Landwirtschaft (MIL) zu suchen. Gleichzeitig ist zu prüfen, wie die I nan- spruchnahme von Fördermitteln für die Planung und Umsetzung eines gestärkten Umweltverbundes verbessert werden kann.",Potsdam-Stek-2014.pdf,"envisioning / common ground, political actors / district committees, regional actors, ",Potsdam-Stek-2014.pdf_1
253,62:2,2,"Neben der engen Zusammenarbeit mit den Bereichen der Stadtverwaltung Potsdam, dem M inisterium für Umwelt, Gesundheit und Verbraucher- schutz Brandenburg und dem Landesamt für Umwelt, Gesundheit und Ver- braucherschutz Brandenburg wurden die Ergebnisse der einzelnen Arbeits- schritte in einer das Projekt beglei tenden Lenkungsgruppe vorgestellt und diskutiert (siehe Anhang 4).",Potsdam-Stek-2014.pdf,"feedback / discussion, municipal employees / members of the public administration, political actors / district committees, working group",Potsdam-Stek-2014.pdf_2
254,62:3,3,"Nach der Vorlage des Berichtsentwurfs Ende 2011 erfolgte zudem eine intensive Diskussion der Arbeitsergebnisse mit der Öffentlichkeit. Dazu wurden insgesamt vier öffentliche Veranstaltungen an versch iedenen Or- ten im Stadtgebiet du rchgeführt. Die Ergebnisse dieser Diskussion wurden mit den politischen Gremien, v. a. dem Ausschuss für Stadtentwicklung und Bauen, sowie den Fraktionen der Stadtverordnetenversammlung intensiv besprochen.",Potsdam-Stek-2014.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, ",Potsdam-Stek-2014.pdf_3
255,62:4,4,,Potsdam-Stek-2014.pdf,"consultants, municipal employees / members of the public administration, ",Potsdam-Stek-2014.pdf_4
256,63:1,1,Bürgerforum/ Auftakt- veranstaltung,Saarbrücken_VEP-2016.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, ",Saarbrücken_VEP-2016.pdf_1
257,63:2,2,"Alle Bürgerinnen und Bürger haben die Möglichkeit, ihre Vorstellun- gen, Wünsche und Ansprüche an eine lebenswerte Stadt einzubringen.
Dazu wird es bis in das Frühjahr 2016 hinein immer wieder verschiedene öffentliche Beteiligungsangebote für die Bevölkerung geben, in denen Sie aktiv werden können",Saarbrücken_VEP-2016.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, ",Saarbrücken_VEP-2016.pdf_2
258,63:3,3,"Planungsradtouren 4 Touren, 2 Räder",Saarbrücken_VEP-2016.pdf,"citizens and wider public, city walks / city tours, communication / transparency, experts-practitioners-planers, ",Saarbrücken_VEP-2016.pdf_3
259,63:4,4,Rundgänge Wie sieht der Verkehr der Zukunft aus?,Saarbrücken_VEP-2016.pdf,"citizens and wider public, city walks / city tours, communication / transparency, experts-practitioners-planers, ",Saarbrücken_VEP-2016.pdf_4
260,63:5,5,"29.09.2015 ÖPNV
- flexibel mobil",Saarbrücken_VEP-2016.pdf,"expert forum / expert workshop, experts-practitioners-planers, ideation / innovation, ",Saarbrücken_VEP-2016.pdf_5
261,63:6,6,"Zudem sind Sie eingeladen, jederzeit Anregungen und Vorschläge elektronisch über unsere Internetadresse www.vep.saarbrue- cken.de einzubringen",Saarbrücken_VEP-2016.pdf,"citizens and wider public, feedback / discussion, online platform",Saarbrücken_VEP-2016.pdf_6
262,63:7,7,"Landeshauptstadt Saarbrücken
Stadtplanungsamt
Kontaktstelle VEP, Bahnhofstraße 31, 66111 Saarbrücken Telefax +49 681 905 4155, vep@saarbruecken.de www.vep.saarbruecken.de",Saarbrücken_VEP-2016.pdf,"municipal employees / members of the public administration, ",Saarbrücken_VEP-2016.pdf_7
263,64:1,1,,Darmstadt-2006.pdf,"municipal employees / members of the public administration, researchers, ",Darmstadt-2006.pdf_1
264,64:2,2,,Darmstadt-2006.pdf,"communication / transparency, expert forum / expert workshop, feedback / discussion, private business / economy, regional actors, transport providers and operators / public services like energy",Darmstadt-2006.pdf_2
265,64:3,3,,Darmstadt-2006.pdf,"citizens and wider public, communication / transparency, press / marketing / public relations / communication",Darmstadt-2006.pdf_3
266,64:4,4,,Darmstadt-2006.pdf,"citizens and wider public, increase user acceptance / legitimacy, press / marketing / public relations / communication",Darmstadt-2006.pdf_4
267,65:1,1,,Ludwigshafen-Gesamtverkehrsplan-2005.pdf,"consultants, municipal employees / members of the public administration, ",Ludwigshafen-Gesamtverkehrsplan-2005.pdf_1
268,66:1,1,"Herausgeberin:
Landeshauptstadt München
Referat für Stadtplanung und Bauordnung Hauptabteilung Stadtentwicklungsplanung Abteilung Verkehrsplanung
Projektleiter: Georg-Friedrich Koppen Maria Greis
Michael Martin
Blumenstr. 31
80331 München
Tel.: 089/233-22986
Fax: 089/233-21797
Internet: www.muenchen.de/plan
E-Mail: plan.ha1-3@muenchen.de
Gutachter/Inhaltliche Bearbeitung:
PTV Planung Transport Verkehr AG
Prof. Dr.-Ing. Klaus Beckmann
BSV Büro für Stadt- und Verkehrsplanung Dr.-Ing. Reinhold Baier GmbH
Fotonachweis:
Landeshauptstadt München Münchner Verkehrsgesellschaft MVG Kerstin Groh
Klaus Wagenhäuser
München, März 2006",Muenchen-VEP-2006.pdf,"consultants, municipal employees / members of the public administration, researchers, ",Muenchen-VEP-2006.pdf_1
269,66:2,2,"In den Anhörungen der 25 Bezirksaus- schüsse, in den vom Planungsreferat ge- meinsam mit dem Verkehrsparlament der Süddeutschen Zeitung organisierten vier öffentlichen Foren „Mobilität für München“,
in sechs öffentlichen Veranstaltungen für Teil- bereiche des Stadtgebiets sind eine Vielzahl von mündlichen Anregungen eingebracht und aufgenommen worden. Allein 230 schriftliche Beiträge und Stellungnahmen mit ca. 1.250 Einzelanregungen, Fragen oder Hinweisen sind eingegangen. Darin enthalten sind Stel- lungnahmen der Referate und Dienststellen der Stadt München und der benachbarten Gebietskörperschaften aus der Region Mün- chen.",Muenchen-VEP-2006.pdf,"expert forum / expert workshop, feedback / discussion, political actors / district committees, ",Muenchen-VEP-2006.pdf_2
270,66:3,3,"Der Entwurf zum „Verkehrsentwicklungs- plan München – Handlungs- und Maßnah- menkonzept“ ist den Bezirksausschüssen der Stadt München, den Landkreisen, den Städten und Gemeinden der Region, den Referaten der Stadt München sowie Insti- tutionen, Verbänden, Trägern öffentlicher Belange und Initiativen zur Stellungnahme zugeleitet worden. Insgesamt sind knapp 60 Stellungnahmen eingegangen mit mehr als 400 einzelnen Hinweisen, Kommentaren und Anregungen.",Muenchen-VEP-2006.pdf,"decision-makers / political authorities, experts-practitioners-planers, feedback / discussion, networks and associations, political actors / district committees, press / marketing / public relations / communication, regional actors, ",Muenchen-VEP-2006.pdf_3
271,67:1,1,,Winnenden-VEP_2009.pdf,"consultants, municipal employees / members of the public administration, ",Winnenden-VEP_2009.pdf_1
